Transaction_SK,Policy_Id,Customer_ID,Premium_Amt,Total_Policy_Amt,Premium_Amt_Paid_TillDate,Next_Premium_Dt,Actual_Premium_Paid_Dt,Region,Is_Late,Late_Fee,Customer_SK,Policy_SK,Address_SK
919,11073,536,25000,300000,21546.07,2007-02-25,2006-10-03 00:00:00,WEST,False,0.0,,73.0,
920,11073,536,25000,300000,21546.07,2007-02-25,2006-11-02 00:00:00,WEST,False,0.0,,73.0,
921,11074,537,12500,500000,9403.44,2015-12-11,2014-10-22 00:00:00,SOUTH,False,0.0,,74.0,
922,11075,537,20000,400000,4354.14,2017-12-05,2017-07-07 00:00:00,SOUTH,False,0.0,,75.0,
923,11075,537,20000,400000,4354.14,2017-12-05,2017-08-06 00:00:00,SOUTH,False,0.0,,75.0,
924,11075,537,20000,400000,4354.14,2017-12-05,2017-09-05 00:00:00,SOUTH,False,0.0,,75.0,
925,11075,537,20000,400000,4354.14,2017-12-05,2017-10-05 00:00:00,SOUTH,False,0.0,,75.0,
926,11076,538,20000,500000,12637.64,2020-06-28,2020-01-11 00:00:00,EAST,False,0.0,,76.0,
927,11076,538,20000,500000,12637.64,2020-06-28,2020-02-10 00:00:00,EAST,False,0.0,,76.0,
928,11076,538,20000,500000,12637.64,2020-06-28,2020-03-11 00:00:00,EAST,False,0.0,,76.0,
929,11077,538,7500,800000,2528.14,2013-10-04,2013-07-31 00:00:00,EAST,False,0.0,,77.0,
930,11077,538,7500,800000,2528.14,2013-10-04,2013-08-30 00:00:00,EAST,False,0.0,,77.0,
931,11077,538,7500,800000,2528.14,2013-10-04,2013-09-29 00:00:00,EAST,False,0.0,,77.0,
932,11077,538,7500,800000,2528.14,2013-10-04,2013-10-29 00:00:00,EAST,True,150.0,,77.0,
933,11077,538,7500,800000,2528.14,2013-10-04,2013-11-28 00:00:00,EAST,True,150.0,,77.0,
934,11078,539,15000,400000,3988.14,2009-12-30,2009-05-16 00:00:00,EAST,False,0.0,,78.0,
935,11078,539,15000,400000,3988.14,2009-12-30,2009-06-15 00:00:00,EAST,False,0.0,,78.0,
936,11079,539,5000,600000,1117.35,2011-03-28,2010-09-10 00:00:00,EAST,False,0.0,,79.0,
937,11079,539,5000,600000,1117.35,2011-03-28,2010-10-10 00:00:00,EAST,False,0.0,,79.0,
938,11079,539,5000,600000,1117.35,2011-03-28,2010-11-09 00:00:00,EAST,False,0.0,,79.0,
939,11079,539,5000,600000,1117.35,2011-03-28,2010-12-09 00:00:00,EAST,False,0.0,,79.0,
940,11080,540,20000,800000,7838.43,2014-06-14,2013-12-07 00:00:00,EAST,False,0.0,,80.0,
941,11080,540,20000,800000,7838.43,2014-06-14,2014-01-06 00:00:00,EAST,False,0.0,,80.0,
942,11080,540,20000,800000,7838.43,2014-06-14,2014-02-05 00:00:00,EAST,False,0.0,,80.0,
943,11080,540,20000,800000,7838.43,2014-06-14,2014-03-07 00:00:00,EAST,False,0.0,,80.0,
944,11080,540,20000,800000,7838.43,2014-06-14,2014-04-06 00:00:00,EAST,False,0.0,,80.0,
945,11081,540,25000,800000,22451.55,2018-08-29,2017-11-01 00:00:00,EAST,False,0.0,,81.0,
946,11081,540,25000,800000,22451.55,2018-08-29,2017-12-01 00:00:00,EAST,False,0.0,,81.0,
947,11081,540,25000,800000,22451.55,2018-08-29,2017-12-31 00:00:00,EAST,False,0.0,,81.0,
948,11081,540,25000,800000,22451.55,2018-08-29,2018-01-30 00:00:00,EAST,False,0.0,,81.0,
949,11081,540,25000,800000,22451.55,2018-08-29,2018-03-01 00:00:00,EAST,False,0.0,,81.0,
950,11082,541,12500,800000,8166.05,2017-05-21,2015-12-31 00:00:00,WEST,False,0.0,,82.0,
951,11082,541,12500,800000,8166.05,2017-05-21,2016-01-30 00:00:00,WEST,False,0.0,,82.0,
952,11082,541,12500,800000,8166.05,2017-05-21,2016-02-29 00:00:00,WEST,False,0.0,,82.0,
953,11082,541,12500,800000,8166.05,2017-05-21,2016-03-30 00:00:00,WEST,False,0.0,,82.0,
954,11082,541,12500,800000,8166.05,2017-05-21,2016-04-29 00:00:00,WEST,False,0.0,,82.0,
955,11083,541,10000,200000,8259.86,2008-05-09,2007-05-02 00:00:00,WEST,False,0.0,,83.0,
956,11083,541,10000,200000,8259.86,2008-05-09,2007-06-01 00:00:00,WEST,False,0.0,,83.0,
957,11083,541,10000,200000,8259.86,2008-05-09,2007-07-01 00:00:00,WEST,False,0.0,,83.0,
958,11083,541,10000,200000,8259.86,2008-05-09,2007-07-31 00:00:00,WEST,False,0.0,,83.0,
959,11084,541,7500,1000000,2191.15,2022-03-08,2020-10-29 00:00:00,WEST,False,0.0,,84.0,
960,11084,541,7500,1000000,2191.15,2022-03-08,2020-11-28 00:00:00,WEST,False,0.0,,84.0,
961,11084,541,7500,1000000,2191.15,2022-03-08,2020-12-28 00:00:00,WEST,False,0.0,,84.0,
962,11084,541,7500,1000000,2191.15,2022-03-08,2021-01-27 00:00:00,WEST,False,0.0,,84.0,
963,11084,541,7500,1000000,2191.15,2022-03-08,2021-02-26 00:00:00,WEST,False,0.0,,84.0,
964,11085,542,20000,800000,8399.31,2006-07-05,2006-04-05 00:00:00,NORTH,False,0.0,,85.0,
965,11085,542,20000,800000,8399.31,2006-07-05,2006-05-05 00:00:00,NORTH,False,0.0,,85.0,
966,11085,542,20000,800000,8399.31,2006-07-05,2006-06-04 00:00:00,NORTH,False,0.0,,85.0,
967,11085,542,20000,800000,8399.31,2006-07-05,2006-07-04 00:00:00,NORTH,False,0.0,,85.0,
968,11085,542,20000,800000,8399.31,2006-07-05,2006-08-03 00:00:00,NORTH,True,400.0,,85.0,
969,11086,542,20000,600000,4233.44,2012-06-03,2011-03-24 00:00:00,NORTH,False,0.0,,86.0,
970,11086,542,20000,600000,4233.44,2012-06-03,2011-04-23 00:00:00,NORTH,False,0.0,,86.0,
971,11086,542,20000,600000,4233.44,2012-06-03,2011-05-23 00:00:00,NORTH,False,0.0,,86.0,
972,11086,542,20000,600000,4233.44,2012-06-03,2011-06-22 00:00:00,NORTH,False,0.0,,86.0,
973,11087,543,15000,800000,8421.57,2021-08-02,2020-11-28 00:00:00,EAST,False,0.0,,87.0,
974,11087,543,15000,800000,8421.57,2021-08-02,2020-12-28 00:00:00,EAST,False,0.0,,87.0,
975,11087,543,15000,800000,8421.57,2021-08-02,2021-01-27 00:00:00,EAST,False,0.0,,87.0,
976,11088,543,20000,200000,6701.16,2014-08-05,2014-05-04 00:00:00,EAST,False,0.0,,88.0,
977,11088,543,20000,200000,6701.16,2014-08-05,2014-06-03 00:00:00,EAST,False,0.0,,88.0,
978,11088,543,20000,200000,6701.16,2014-08-05,2014-07-03 00:00:00,EAST,False,0.0,,88.0,
979,11088,543,20000,200000,6701.16,2014-08-05,2014-08-02 00:00:00,EAST,False,0.0,,88.0,
980,11088,543,20000,200000,6701.16,2014-08-05,2014-09-01 00:00:00,EAST,True,400.0,,88.0,
981,11089,543,10000,200000,5103.79,2008-09-18,2008-04-23 00:00:00,EAST,False,0.0,,89.0,
982,11089,543,10000,200000,5103.79,2008-09-18,2008-05-23 00:00:00,EAST,False,0.0,,89.0,
983,11089,543,10000,200000,5103.79,2008-09-18,2008-06-22 00:00:00,EAST,False,0.0,,89.0,
984,11089,543,10000,200000,5103.79,2008-09-18,2008-07-22 00:00:00,EAST,False,0.0,,89.0,
985,11089,543,10000,200000,5103.79,2008-09-18,2008-08-21 00:00:00,EAST,False,0.0,,89.0,
986,11090,544,15000,500000,9670.65,2009-11-11,2009-06-16 00:00:00,NORTH,False,0.0,,90.0,
987,11090,544,15000,500000,9670.65,2009-11-11,2009-07-16 00:00:00,NORTH,False,0.0,,90.0,
988,11090,544,15000,500000,9670.65,2009-11-11,2009-08-15 00:00:00,NORTH,False,0.0,,90.0,
989,11090,544,15000,500000,9670.65,2009-11-11,2009-09-14 00:00:00,NORTH,False,0.0,,90.0,
990,11090,544,15000,500000,9670.65,2009-11-11,2009-10-14 00:00:00,NORTH,False,0.0,,90.0,
991,11091,544,15000,400000,6585.25,2012-04-23,2011-12-25 00:00:00,NORTH,False,0.0,,91.0,
992,11091,544,15000,400000,6585.25,2012-04-23,2012-01-24 00:00:00,NORTH,False,0.0,,91.0,
993,11091,544,15000,400000,6585.25,2012-04-23,2012-02-23 00:00:00,NORTH,False,0.0,,91.0,
994,11091,544,15000,400000,6585.25,2012-04-23,2012-03-24 00:00:00,NORTH,False,0.0,,91.0,
995,11092,545,5000,200000,1316.97,2019-02-25,2017-09-13 00:00:00,NORTH,False,0.0,,92.0,
996,11093,545,15000,800000,11050.59,2009-05-10,2009-03-01 00:00:00,NORTH,False,0.0,,93.0,
997,11093,545,15000,800000,11050.59,2009-05-10,2009-03-31 00:00:00,NORTH,False,0.0,,93.0,
998,11093,545,15000,800000,11050.59,2009-05-10,2009-04-30 00:00:00,NORTH,False,0.0,,93.0,
999,11093,545,15000,800000,11050.59,2009-05-10,2009-05-30 00:00:00,NORTH,True,300.0,,93.0,
1000,11093,545,15000,800000,11050.59,2009-05-10,2009-06-29 00:00:00,NORTH,True,300.0,,93.0,
1001,11094,545,10000,500000,8140.39,2010-02-26,2009-11-17 00:00:00,NORTH,False,0.0,,94.0,
1002,11094,545,10000,500000,8140.39,2010-02-26,2009-12-17 00:00:00,NORTH,False,0.0,,94.0,
1003,11094,545,10000,500000,8140.39,2010-02-26,2010-01-16 00:00:00,NORTH,False,0.0,,94.0,
1004,11095,546,25000,300000,18227.07,2021-06-25,2020-04-09 00:00:00,SOUTH,False,0.0,,95.0,
1005,11095,546,25000,300000,18227.07,2021-06-25,2020-05-09 00:00:00,SOUTH,False,0.0,,95.0,
1006,11096,547,20000,400000,7905.49,2006-08-11,2006-03-13 00:00:00,EAST,False,0.0,,96.0,
1007,11096,547,20000,400000,7905.49,2006-08-11,2006-04-12 00:00:00,EAST,False,0.0,,96.0,
1008,11096,547,20000,400000,7905.49,2006-08-11,2006-05-12 00:00:00,EAST,False,0.0,,96.0,
1009,11096,547,20000,400000,7905.49,2006-08-11,2006-06-11 00:00:00,EAST,False,0.0,,96.0,
1010,11096,547,20000,400000,7905.49,2006-08-11,2006-07-11 00:00:00,EAST,False,0.0,,96.0,
1011,11097,548,25000,300000,20462.45,2014-10-31,2014-04-15 00:00:00,NORTH,False,0.0,,97.0,
1012,11097,548,25000,300000,20462.45,2014-10-31,2014-05-15 00:00:00,NORTH,False,0.0,,97.0,
1013,11097,548,25000,300000,20462.45,2014-10-31,2014-06-14 00:00:00,NORTH,False,0.0,,97.0,
1014,11098,548,20000,500000,5293.77,2012-02-25,2011-08-14 00:00:00,NORTH,False,0.0,,98.0,
1015,11098,548,20000,500000,5293.77,2012-02-25,2011-09-13 00:00:00,NORTH,False,0.0,,98.0,
1016,11098,548,20000,500000,5293.77,2012-02-25,2011-10-13 00:00:00,NORTH,False,0.0,,98.0,
1017,11098,548,20000,500000,5293.77,2012-02-25,2011-11-12 00:00:00,NORTH,False,0.0,,98.0,
1018,11098,548,20000,500000,5293.77,2012-02-25,2011-12-12 00:00:00,NORTH,False,0.0,,98.0,
1019,11099,548,10000,1000000,5661.3,2019-01-16,2017-12-24 00:00:00,NORTH,False,0.0,,99.0,
1020,11099,548,10000,1000000,5661.3,2019-01-16,2018-01-23 00:00:00,NORTH,False,0.0,,99.0,
1021,11099,548,10000,1000000,5661.3,2019-01-16,2018-02-22 00:00:00,NORTH,False,0.0,,99.0,
1022,11099,548,10000,1000000,5661.3,2019-01-16,2018-03-24 00:00:00,NORTH,False,0.0,,99.0,
1023,11100,549,12500,300000,7476.22,2006-09-28,2005-10-28 00:00:00,EAST,False,0.0,,100.0,
1024,11100,549,12500,300000,7476.22,2006-09-28,2005-11-27 00:00:00,EAST,False,0.0,,100.0,
1025,11100,549,12500,300000,7476.22,2006-09-28,2005-12-27 00:00:00,EAST,False,0.0,,100.0,
1026,11100,549,12500,300000,7476.22,2006-09-28,2006-01-26 00:00:00,EAST,False,0.0,,100.0,
1027,11100,549,12500,300000,7476.22,2006-09-28,2006-02-25 00:00:00,EAST,False,0.0,,100.0,
1028,11101,549,25000,800000,10052.06,2014-01-22,2012-10-12 00:00:00,EAST,False,0.0,,101.0,
1029,11101,549,25000,800000,10052.06,2014-01-22,2012-11-11 00:00:00,EAST,False,0.0,,101.0,
1030,11102,549,15000,1000000,11340.1,2021-11-24,2020-09-10 00:00:00,EAST,False,0.0,,102.0,
1031,11102,549,15000,1000000,11340.1,2021-11-24,2020-10-10 00:00:00,EAST,False,0.0,,102.0,
1032,11103,550,7500,500000,1665.1,2010-04-04,2009-09-23 00:00:00,NORTH,False,0.0,,103.0,
1033,11103,550,7500,500000,1665.1,2010-04-04,2009-10-23 00:00:00,NORTH,False,0.0,,103.0,
1034,11103,550,7500,500000,1665.1,2010-04-04,2009-11-22 00:00:00,NORTH,False,0.0,,103.0,
1035,11104,551,7500,500000,3953.05,2020-02-16,2019-10-08 00:00:00,WEST,False,0.0,,104.0,
1036,11104,551,7500,500000,3953.05,2020-02-16,2019-11-07 00:00:00,WEST,False,0.0,,104.0,
1037,11104,551,7500,500000,3953.05,2020-02-16,2019-12-07 00:00:00,WEST,False,0.0,,104.0,
1038,11104,551,7500,500000,3953.05,2020-02-16,2020-01-06 00:00:00,WEST,False,0.0,,104.0,
1039,11104,551,7500,500000,3953.05,2020-02-16,2020-02-05 00:00:00,WEST,False,0.0,,104.0,
1040,11105,552,20000,600000,4473.9,2019-01-27,2017-08-24 00:00:00,WEST,False,0.0,,105.0,
1041,11106,552,25000,200000,12374.64,2019-07-04,2019-02-13 00:00:00,WEST,False,0.0,,106.0,
1042,11106,552,25000,200000,12374.64,2019-07-04,2019-03-15 00:00:00,WEST,False,0.0,,106.0,
1043,11106,552,25000,200000,12374.64,2019-07-04,2019-04-14 00:00:00,WEST,False,0.0,,106.0,
1044,11107,553,7500,400000,2354.41,2020-02-15,2019-07-14 00:00:00,NORTH,False,0.0,,107.0,
1045,11108,553,12500,1000000,6493.9,2010-03-16,2009-03-06 00:00:00,NORTH,False,0.0,,108.0,
1046,11108,553,12500,1000000,6493.9,2010-03-16,2009-04-05 00:00:00,NORTH,False,0.0,,108.0,
1047,11108,553,12500,1000000,6493.9,2010-03-16,2009-05-05 00:00:00,NORTH,False,0.0,,108.0,
1048,11108,553,12500,1000000,6493.9,2010-03-16,2009-06-04 00:00:00,NORTH,False,0.0,,108.0,
1049,11108,553,12500,1000000,6493.9,2010-03-16,2009-07-04 00:00:00,NORTH,False,0.0,,108.0,
1050,11109,554,25000,300000,17659.02,2014-06-23,2013-12-16 00:00:00,EAST,False,0.0,,109.0,
1051,11109,554,25000,300000,17659.02,2014-06-23,2014-01-15 00:00:00,EAST,False,0.0,,109.0,
1052,11109,554,25000,300000,17659.02,2014-06-23,2014-02-14 00:00:00,EAST,False,0.0,,109.0,
1053,11110,554,20000,500000,4561.81,2013-02-28,2012-07-30 00:00:00,EAST,False,0.0,,110.0,
1054,11110,554,20000,500000,4561.81,2013-02-28,2012-08-29 00:00:00,EAST,False,0.0,,110.0,
1055,11110,554,20000,500000,4561.81,2013-02-28,2012-09-28 00:00:00,EAST,False,0.0,,110.0,
1056,11110,554,20000,500000,4561.81,2013-02-28,2012-10-28 00:00:00,EAST,False,0.0,,110.0,
1057,11110,554,20000,500000,4561.81,2013-02-28,2012-11-27 00:00:00,EAST,False,0.0,,110.0,
1058,11111,554,12500,500000,4856.91,2017-08-15,2016-05-16 00:00:00,EAST,False,0.0,,111.0,
1059,11111,554,12500,500000,4856.91,2017-08-15,2016-06-15 00:00:00,EAST,False,0.0,,111.0,
1060,11111,554,12500,500000,4856.91,2017-08-15,2016-07-15 00:00:00,EAST,False,0.0,,111.0,
1061,11111,554,12500,500000,4856.91,2017-08-15,2016-08-14 00:00:00,EAST,False,0.0,,111.0,
1062,11111,554,12500,500000,4856.91,2017-08-15,2016-09-13 00:00:00,EAST,False,0.0,,111.0,
1063,11112,555,7500,600000,6342.36,2018-09-13,2018-04-21 00:00:00,WEST,False,0.0,,112.0,
1064,11112,555,7500,600000,6342.36,2018-09-13,2018-05-21 00:00:00,WEST,False,0.0,,112.0,
1065,11113,555,7500,600000,2232.63,2021-11-11,2020-08-24 00:00:00,WEST,False,0.0,,113.0,
1066,11113,555,7500,600000,2232.63,2021-11-11,2020-09-23 00:00:00,WEST,False,0.0,,113.0,
1067,11114,555,10000,1000000,2990.23,2007-06-12,2006-03-17 00:00:00,WEST,False,0.0,,114.0,
1068,11114,555,10000,1000000,2990.23,2007-06-12,2006-04-16 00:00:00,WEST,False,0.0,,114.0,
1069,11115,556,12500,200000,3790.55,2014-12-20,2013-11-18 00:00:00,SOUTH,False,0.0,,115.0,
1070,11116,556,5000,300000,4002.17,2012-04-02,2011-10-05 00:00:00,SOUTH,False,0.0,,116.0,
1071,11116,556,5000,300000,4002.17,2012-04-02,2011-11-04 00:00:00,SOUTH,False,0.0,,116.0,
1072,11117,557,20000,600000,14858.52,2011-11-02,2010-06-28 00:00:00,NORTH,False,0.0,,117.0,
1073,11117,557,20000,600000,14858.52,2011-11-02,2010-07-28 00:00:00,NORTH,False,0.0,,117.0,
1074,11118,557,10000,200000,5848.8,2016-07-13,2015-09-16 00:00:00,NORTH,False,0.0,,118.0,
1075,11118,557,10000,200000,5848.8,2016-07-13,2015-10-16 00:00:00,NORTH,False,0.0,,118.0,
1076,11118,557,10000,200000,5848.8,2016-07-13,2015-11-15 00:00:00,NORTH,False,0.0,,118.0,
1077,11119,558,12500,1000000,8679.46,2016-05-29,2015-08-06 00:00:00,WEST,False,0.0,,119.0,
1078,11119,558,12500,1000000,8679.46,2016-05-29,2015-09-05 00:00:00,WEST,False,0.0,,119.0,
1079,11120,558,10000,1000000,4799.18,2014-01-17,2013-09-11 00:00:00,WEST,False,0.0,,120.0,
1080,11120,558,10000,1000000,4799.18,2014-01-17,2013-10-11 00:00:00,WEST,False,0.0,,120.0,
1081,11120,558,10000,1000000,4799.18,2014-01-17,2013-11-10 00:00:00,WEST,False,0.0,,120.0,
1082,11120,558,10000,1000000,4799.18,2014-01-17,2013-12-10 00:00:00,WEST,False,0.0,,120.0,
1083,11121,559,25000,500000,11892.38,2021-02-18,2020-02-19 00:00:00,NORTH,False,0.0,,121.0,
1084,11121,559,25000,500000,11892.38,2021-02-18,2020-03-20 00:00:00,NORTH,False,0.0,,121.0,
1085,11121,559,25000,500000,11892.38,2021-02-18,2020-04-19 00:00:00,NORTH,False,0.0,,121.0,
1086,11121,559,25000,500000,11892.38,2021-02-18,2020-05-19 00:00:00,NORTH,False,0.0,,121.0,
1087,11122,559,20000,800000,4376.55,2013-10-07,2012-10-12 00:00:00,NORTH,False,0.0,,122.0,
1088,11122,559,20000,800000,4376.55,2013-10-07,2012-11-11 00:00:00,NORTH,False,0.0,,122.0,
1089,11122,559,20000,800000,4376.55,2013-10-07,2012-12-11 00:00:00,NORTH,False,0.0,,122.0,
1090,11122,559,20000,800000,4376.55,2013-10-07,2013-01-10 00:00:00,NORTH,False,0.0,,122.0,
1091,11122,559,20000,800000,4376.55,2013-10-07,2013-02-09 00:00:00,NORTH,False,0.0,,122.0,
1092,11123,560,10000,400000,7762.67,2011-02-21,2010-04-11 00:00:00,NORTH,False,0.0,,123.0,
1093,11123,560,10000,400000,7762.67,2011-02-21,2010-05-11 00:00:00,NORTH,False,0.0,,123.0,
1094,11123,560,10000,400000,7762.67,2011-02-21,2010-06-10 00:00:00,NORTH,False,0.0,,123.0,
1095,11123,560,10000,400000,7762.67,2011-02-21,2010-07-10 00:00:00,NORTH,False,0.0,,123.0,
1096,11123,560,10000,400000,7762.67,2011-02-21,2010-08-09 00:00:00,NORTH,False,0.0,,123.0,
1097,11124,560,5000,800000,1483.28,2018-12-04,2018-06-10 00:00:00,NORTH,False,0.0,,124.0,
1098,11125,560,10000,500000,4377.11,2006-04-15,2005-12-29 00:00:00,NORTH,False,0.0,,125.0,
1099,11125,560,10000,500000,4377.11,2006-04-15,2006-01-28 00:00:00,NORTH,False,0.0,,125.0,
1100,11125,560,10000,500000,4377.11,2006-04-15,2006-02-27 00:00:00,NORTH,False,0.0,,125.0,
1101,11125,560,10000,500000,4377.11,2006-04-15,2006-03-29 00:00:00,NORTH,False,0.0,,125.0,
1102,11126,561,10000,400000,6726.91,2015-04-04,2014-07-20 00:00:00,SOUTH,False,0.0,,126.0,
1103,11126,561,10000,400000,6726.91,2015-04-04,2014-08-19 00:00:00,SOUTH,False,0.0,,126.0,
1104,11126,561,10000,400000,6726.91,2015-04-04,2014-09-18 00:00:00,SOUTH,False,0.0,,126.0,
1105,11126,561,10000,400000,6726.91,2015-04-04,2014-10-18 00:00:00,SOUTH,False,0.0,,126.0,
1106,11126,561,10000,400000,6726.91,2015-04-04,2014-11-17 00:00:00,SOUTH,False,0.0,,126.0,
1107,11127,561,12500,300000,5984.39,2006-03-05,2005-10-13 00:00:00,SOUTH,False,0.0,,127.0,
1108,11128,561,25000,200000,17006.15,2008-01-14,2007-05-22 00:00:00,SOUTH,False,0.0,,128.0,
1109,11128,561,25000,200000,17006.15,2008-01-14,2007-06-21 00:00:00,SOUTH,False,0.0,,128.0,
1110,11128,561,25000,200000,17006.15,2008-01-14,2007-07-21 00:00:00,SOUTH,False,0.0,,128.0,
1111,11128,561,25000,200000,17006.15,2008-01-14,2007-08-20 00:00:00,SOUTH,False,0.0,,128.0,
1112,11128,561,25000,200000,17006.15,2008-01-14,2007-09-19 00:00:00,SOUTH,False,0.0,,128.0,
1113,11129,562,10000,300000,5548.79,2006-03-31,2005-04-11 00:00:00,WEST,False,0.0,,129.0,
1114,11129,562,10000,300000,5548.79,2006-03-31,2005-05-11 00:00:00,WEST,False,0.0,,129.0,
1115,11129,562,10000,300000,5548.79,2006-03-31,2005-06-10 00:00:00,WEST,False,0.0,,129.0,
1116,11129,562,10000,300000,5548.79,2006-03-31,2005-07-10 00:00:00,WEST,False,0.0,,129.0,
1117,11130,563,20000,800000,9914.4,2005-12-26,2005-04-05 00:00:00,WEST,False,0.0,,130.0,
1118,11130,563,20000,800000,9914.4,2005-12-26,2005-05-05 00:00:00,WEST,False,0.0,,130.0,
1119,11131,563,10000,800000,2811.71,2012-11-05,2011-10-18 00:00:00,WEST,False,0.0,,131.0,
1120,11131,563,10000,800000,2811.71,2012-11-05,2011-11-17 00:00:00,WEST,False,0.0,,131.0,
1121,11131,563,10000,800000,2811.71,2012-11-05,2011-12-17 00:00:00,WEST,False,0.0,,131.0,
1122,11131,563,10000,800000,2811.71,2012-11-05,2012-01-16 00:00:00,WEST,False,0.0,,131.0,
1123,11132,563,25000,500000,10863.61,2017-06-03,2016-04-05 00:00:00,WEST,False,0.0,,132.0,
1124,11133,564,12500,600000,5855.38,2008-09-24,2007-07-04 00:00:00,EAST,False,0.0,,133.0,
1125,11133,564,12500,600000,5855.38,2008-09-24,2007-08-03 00:00:00,EAST,False,0.0,,133.0,
1126,11133,564,12500,600000,5855.38,2008-09-24,2007-09-02 00:00:00,EAST,False,0.0,,133.0,
1127,11133,564,12500,600000,5855.38,2008-09-24,2007-10-02 00:00:00,EAST,False,0.0,,133.0,
1128,11134,564,10000,800000,3804.86,2009-05-13,2008-05-16 00:00:00,EAST,False,0.0,,134.0,
1129,11134,564,10000,800000,3804.86,2009-05-13,2008-06-15 00:00:00,EAST,False,0.0,,134.0,
1130,11134,564,10000,800000,3804.86,2009-05-13,2008-07-15 00:00:00,EAST,False,0.0,,134.0,
1131,11134,564,10000,800000,3804.86,2009-05-13,2008-08-14 00:00:00,EAST,False,0.0,,134.0,
1132,11135,564,25000,500000,5849.51,2019-07-23,2018-10-14 00:00:00,EAST,False,0.0,,135.0,
1133,11136,565,12500,400000,10280.2,2007-12-17,2007-09-23 00:00:00,NORTH,False,0.0,,136.0,
1134,11136,565,12500,400000,10280.2,2007-12-17,2007-10-23 00:00:00,NORTH,False,0.0,,136.0,
1135,11136,565,12500,400000,10280.2,2007-12-17,2007-11-22 00:00:00,NORTH,False,0.0,,136.0,
1136,11136,565,12500,400000,10280.2,2007-12-17,2007-12-22 00:00:00,NORTH,True,250.0,,136.0,
1137,11137,565,10000,800000,7367.84,2011-03-29,2010-08-30 00:00:00,NORTH,False,0.0,,137.0,
1138,11137,565,10000,800000,7367.84,2011-03-29,2010-09-29 00:00:00,NORTH,False,0.0,,137.0,
1139,11138,566,10000,400000,2122.63,2011-09-29,2010-12-30 00:00:00,NORTH,False,0.0,,138.0,
1140,11138,566,10000,400000,2122.63,2011-09-29,2011-01-29 00:00:00,NORTH,False,0.0,,138.0,
1141,11139,567,15000,200000,10685.0,2019-12-05,2019-04-07 00:00:00,EAST,False,0.0,,139.0,
1142,11139,567,15000,200000,10685.0,2019-12-05,2019-05-07 00:00:00,EAST,False,0.0,,139.0,
1143,11139,567,15000,200000,10685.0,2019-12-05,2019-06-06 00:00:00,EAST,False,0.0,,139.0,
1144,11140,567,7500,200000,1996.51,2014-10-19,2013-11-20 00:00:00,EAST,False,0.0,,140.0,
1145,11140,567,7500,200000,1996.51,2014-10-19,2013-12-20 00:00:00,EAST,False,0.0,,140.0,
1146,11140,567,7500,200000,1996.51,2014-10-19,2014-01-19 00:00:00,EAST,False,0.0,,140.0,
1147,11140,567,7500,200000,1996.51,2014-10-19,2014-02-18 00:00:00,EAST,False,0.0,,140.0,
1148,11140,567,7500,200000,1996.51,2014-10-19,2014-03-20 00:00:00,EAST,False,0.0,,140.0,
1149,11141,568,12500,400000,11003.71,2019-11-04,2019-03-13 00:00:00,WEST,False,0.0,,141.0,
1150,11141,568,12500,400000,11003.71,2019-11-04,2019-04-12 00:00:00,WEST,False,0.0,,141.0,
1151,11142,568,25000,600000,13022.34,2011-06-09,2010-06-23 00:00:00,WEST,False,0.0,,142.0,
1152,11142,568,25000,600000,13022.34,2011-06-09,2010-07-23 00:00:00,WEST,False,0.0,,142.0,
1153,11142,568,25000,600000,13022.34,2011-06-09,2010-08-22 00:00:00,WEST,False,0.0,,142.0,
1154,11142,568,25000,600000,13022.34,2011-06-09,2010-09-21 00:00:00,WEST,False,0.0,,142.0,
1155,11142,568,25000,600000,13022.34,2011-06-09,2010-10-21 00:00:00,WEST,False,0.0,,142.0,
1156,11143,568,5000,300000,4418.95,2013-05-05,2012-04-29 00:00:00,WEST,False,0.0,,143.0,
1157,11143,568,5000,300000,4418.95,2013-05-05,2012-05-29 00:00:00,WEST,False,0.0,,143.0,
1158,11143,568,5000,300000,4418.95,2013-05-05,2012-06-28 00:00:00,WEST,False,0.0,,143.0,
1159,11143,568,5000,300000,4418.95,2013-05-05,2012-07-28 00:00:00,WEST,False,0.0,,143.0,
1160,11143,568,5000,300000,4418.95,2013-05-05,2012-08-27 00:00:00,WEST,False,0.0,,143.0,
1161,11144,569,20000,200000,16984.17,2014-03-15,2013-07-26 00:00:00,SOUTH,False,0.0,,144.0,
1162,11144,569,20000,200000,16984.17,2014-03-15,2013-08-25 00:00:00,SOUTH,False,0.0,,144.0,
1163,11145,569,5000,300000,1899.0,2015-09-09,2014-06-24 00:00:00,SOUTH,False,0.0,,145.0,
1164,11145,569,5000,300000,1899.0,2015-09-09,2014-07-24 00:00:00,SOUTH,False,0.0,,145.0,
1165,11145,569,5000,300000,1899.0,2015-09-09,2014-08-23 00:00:00,SOUTH,False,0.0,,145.0,
1166,11146,569,25000,300000,9567.08,2015-09-08,2014-09-21 00:00:00,SOUTH,False,0.0,,146.0,
1167,11146,569,25000,300000,9567.08,2015-09-08,2014-10-21 00:00:00,SOUTH,False,0.0,,146.0,
1168,11146,569,25000,300000,9567.08,2015-09-08,2014-11-20 00:00:00,SOUTH,False,0.0,,146.0,
